ADP,Admissão,Desligamento,Desligado?,Iniciativa Desligamento,Tempo de Casa,Cod.Cargo,Cargo,Cod.Cargo Admissão,Cargo Admissão,CC,Area,Diretoria,Estado Civil,Educação,Idade Atual/ Desligamento,Idade na Admissão,Sexo,Banda,Nivel,Hora Extra 2016,Hora Negativa 2016,Ad. Noturno 2016,Absenteísmo 2016,Hora Extra 2017,Hora Negativa 2017,Ad. Noturno 2017,Absenteísmo 2017,2012/13 Rating,2012/13 Goal Achievement,2013/14 Rating,2013/14 Goal Achievement,2014/15 Rating,2014/15 Goal Achievement,2015/16 Rating,2015/16 Goal Achievement,2016/17 Rating,2016/17 Goal Achievement,AUMENTO 2012,AUMENTO 2013,AUMENTO 2014,AUMENTO 2015,AUMENTO 2016,AUMENTO 2017,DISSIDIO 2012,DISSIDIO 2013,DISSIDIO 2014,DISSIDIO 2015,DISSIDIO 2016,DISSIDIO 2017,MERITO 2012,MERITO 2013,MERITO 2014,MERITO 2015,MERITO 2016,MERITO 2017,PROMOÇÃO 2012,PROMOÇÃO 2013,PROMOÇÃO 2014,PROMOÇÃO 2015,PROMOÇÃO 2016,PROMOÇÃO 2017,PROMOVIDO
326,2/11/2014,9/12/2014,Y,Funcionário,0.6,824,ANALISTA PL,824,ANALISTA PL,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,32.9534246575342,32.3698630136986,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
327,2/17/2014,9/24/2014,Y,Funcionário,0.6,877,ANALISTA JR,877,ANALISTA JR,1300,Site Acquisition,Operations,CASADO,ENSINO MÉDIO COMPLETO,38.6164383561644,38.0164383561644,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
328,2/21/2014,          ,N,,4.9,744,ANALISTA PL,744,ANALISTA PL,1051,IT - Infra,IT,SOLTEIRO,SUPERIOR COMPLETO,35,32.2739726027397,H,200,Entry Level,248.633333333333,2.31666666666667,10.6333333333333,0,108.083333333333,0,0,0,,,,,Q,100,Q,100,D,94,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
329,3/6/2014,5/31/2016,Y,Funcionário,2.2,817,ANALISTA SR,863,ANALISTA SR,1017,Business Analysis,Finance,SOLTEIRO,SUPERIOR COMPLETO,29.6493150684932,27.4109589041096,H,300,Coord & Exp.Professionals,55.5,0,3.01666666666667,0,,,,,,,,,Q,,Q,100.4,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,0
330,3/10/2014,          ,N,,4.8,852,ASSISTENTE,852,ASSISTENTE,1280,Service Delivery,Operations,CASADO,ENSINO MÉDIO COMPLETO,23,20.3260273972603,H,200,Entry Level,15.8,14.1666666666667,0.016666666666667,3,0.216666666666667,49.9833333333333,0,0,,,,,D,81.8,Q,90,D,92.4,,,,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,0
331,3/10/2014,          ,N,,4.8,1066,GERENTE,849,COORDENADOR,1003,Real Estate,Real Estate,CASADO,SUPERIOR COMPLETO,35,31.9205479452055,H,500,Middle Mgmt & Exp.Professionals,123.116666666667,0,0.016666666666667,4,1.06666666666667,0,0,0,,,,,Q,110.3,E,113.8,E,113.9,,,,Y,,Y,,,Y,Y,Y,,,,,Y,Y,,,,,,,Y,1
332,3/10/2014,          ,N,,4.8,877,ANALISTA JR,877,ANALISTA JR,1300,Site Acquisition,Operations,CASADO,SUPERIOR COMPLETO,36,32.5616438356164,H,200,Entry Level,,,,0,,,,0,,,,,Q,100,Q,100,Q,103,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
333,3/13/2014,          ,N,,4.8,878,GERENTE SR,878,GERENTE SR,1210,BTS,Operations,CASADO,SUPERIOR COMPLETO,48,45.2109589041096,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,E,114.9,O,119.7,E,103.5,,,,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,,,,,,,0
334,3/17/2014,          ,N,,4.8,1065,GERENTE,880,COORDENADOR,1008,Renegotiation,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,33,30.2164383561644,M,500,Middle Mgmt & Exp.Professionals,47.0666666666667,62.8,0.816666666666667,0,0.966666666666667,14.6333333333333,0,0,,,,,E,110,E,110,E,125.3,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,Y,1
335,3/20/2014,12/19/2016,Y,Empregador ,2.8,879,ASSISTENTE,879,ASSISTENTE,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,32.6438356164384,29.8904109589041,H,200,Entry Level,28.35,35.8333333333333,8.45,3,,,,,,,,,Q,,Q,85,,,,,,,,,,,Y,Y,Y,,,,,,Y,,,,,,,,0
336,3/20/2014,          ,N,,4.8,805,COORDENADOR,799,ANALISTA PL,1012,FP&A,Finance,SOLTEIRO,SUPERIOR COMPLETO,35,32.0301369863014,H,400,Middle Mgmt & Exp.Professionals,135.4,0,0.733333333333333,0,91.9833333333333,0,0.533333333333333,0,,,,,Q,100,E,120.1,E,119.3,,,,,,,,,Y,Y,Y,,,,,,Y,,,,,,,Y,1
337,3/20/2014,          ,N,,4.8,647,GERENTE,606,GERENTE,1210,BTS,Operations,CASADO,SUPERIOR COMPLETO,36,33.1232876712329,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,E,120.4,E,110.9,E,106.8,,,,,,,,,Y,Y,Y,,,,,Y,Y,,,,,,,Y,1
338,4/1/2014,          ,N,,4.8,894,ANALISTA JR,834,ASSISTENTE,1032,Licensing,Legal,CASADO,SUPERIOR COMPLETO,28,25.4191780821918,H,200,Entry Level,35.7333333333333,3.08333333333333,0,0,9.83333333333333,0,0,0,,,,,Q,100.1,E,110.1,Q,105,,,,,,,,,Y,Y,Y,,,,,,,Y,,,,,Y,,1
339,4/1/2014,          ,N,,4.8,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,44,40.7808219178082,H,200,Entry Level,,,,0,,,,0,,,,,Q,102.3,Q,102.8,Q,109.7,,,Y,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,0
340,4/7/2014,6/20/2014,Y,Empregador ,0.2,767,GERENTE,767,GERENTE,1100,Sales,Sales,SEPARADO,PÓS GRADUAÇÃO                      ,41.1534246575342,40.9506849315069,M,600,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,0
341,4/7/2014,          ,N,,4.7,1032,ANALISTA SR,881,ANALISTA PL,1003,Real Estate,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,31,27.6684931506849,M,300,Coord & Exp.Professionals,88.5833333333333,0,2.83333333333333,6,82.55,0,0.733333333333334,0,,,,,Q,105.3,E,109.2,Q,112.2,,,,,,,,,Y,Y,Y,,,,,Y,Y,,,,,,,Y,1
342,4/22/2014,          ,N,,4.7,704,ANALISTA JR,704,ANALISTA JR,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,30,26.9945205479452,H,200,Entry Level,37.7,3.85,0,5,89.4333333333333,0,0,0,,,,,Q,100,Q,90.6,Q,96.7,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
343,4/22/2014,          ,N,,4.7,967,ANALISTA PL,857,ANALISTA PL,1005,Ops Efficiency,Operations,SOLTEIRO,SUPERIOR COMPLETO,28,25.5945205479452,H,300,Coord & Exp.Professionals,34.5666666666667,65.2,24.2333333333333,0,95.7,19.5333333333333,13.9666666666667,0,,,,,Q,96,E,114,D,89.8,,,,,Y,,,,,Y,Y,,,,,Y,Y,,,,,,,,0
344,4/22/2014,          ,N,,4.7,958,COORDENADOR,882,ANALISTA PL,1015,Accounts Receivables,Finance,CASADO,SUPERIOR COMPLETO,53,50.6383561643836,H,400,Middle Mgmt & Exp.Professionals,90.6833333333333,2.13333333333333,18.0833333333333,15,18.3833333333333,1.76666666666667,0,0,,,,,Q,110,Q,101.8,Q,99.8,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,Y,,,1
345,5/5/2014,          ,N,,4.7,704,ANALISTA JR,813,ASSISTENTE,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,27,23.7917808219178,M,200,Entry Level,53.9166666666667,0,2.65,21,45.5666666666667,0,0.883333333333333,0,,,,,E,125.6,E,105.6,Q,96.5,,,,,Y,,,,,Y,Y,,,,,,,Y,,,,Y,,,1
346,5/9/2014,          ,N,,4.6,852,ASSISTENTE,852,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,29,26.6849315068493,M,200,Entry Level,6.88333333333333,2.08333333333333,0,2,18.1333333333333,0.483333333333333,0,0,,,,,Q,87,E,105.8,Q,103,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,0
347,5/12/2014,8/9/2014,Y,Funcionário,0.2,641,SUPERVISOR,641,SUPERVISOR,1250,Maintenance,Operations,CASADO,TÉCNICO COMPLETO                   ,38.1780821917808,37.9342465753425,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
348,5/19/2014,8/8/2014,Y,Funcionário,0.2,864,ANALISTA PL,864,ANALISTA PL,1052,IT - Latam,IT,SOLTEIRO,SUPERIOR COMPLETO,27.9643835616438,27.7424657534247,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
349,5/19/2014,2/11/2016,Y,Empregador ,1.7,711,ANALISTA JR,711,ANALISTA JR,1014,Purchasing,Finance,SOLTEIRO,SUPERIOR COMPLETO,28.0246575342466,26.2904109589041,M,200,Entry Level,0,2.53333333333333,0,9,,,,,,,,,D,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0
350,5/19/2014,          ,N,,4.6,880,COORDENADOR,884,ANALISTA PL,1008,Renegotiation,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,33,30.4109589041096,M,400,Middle Mgmt & Exp.Professionals,124.25,0,2.21666666666667,0,6.4,1.55,0,0,,,,,Q,109.7,E,110,O,121.3,,,,,,,,,,Y,Y,,,,,Y,,,,,,,Y,Y,1
351,6/2/2014,          ,N,,4.6,815,DIRETORIA,815,DIRETORIA,1051,IT - Infra,IT,CASADO,SUPERIOR COMPLETO,50,47.2082191780822,H,700,Organizational Leaders,,,,0,,,,0,,,,,Q,100,Q,101,Q,94.6,,,,,,,,,,Y,Y,,,,,Y,Y,,,,,,,,0
352,6/9/2014,          ,N,,4.6,857,ANALISTA PL,831,ANALISTA JR,1280,Service Delivery,Operations,CASADO,SUPERIOR COMPLETO,36,33.4849315068493,M,200,Entry Level,1.9,0.55,0,8,100.05,0.533333333333333,0,1,,,,,Q,101,E,121.1,Q,104.6,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,Y,1
353,6/9/2014,          ,N,,4.6,885,ANALISTA PL,885,ANALISTA PL,1120,Strategy & New Products,Strategy & New Products,CASADO,SUPERIOR COMPLETO,37,34.6712328767123,H,300,Coord & Exp.Professionals,89.0966666666667,0,6.95,2,42.3,0.6,41.0333333333333,1,,,,,Q,94,Q,101,Q,101.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
354,6/16/2014,6/30/2015,Y,Funcionário,1.0,848,ANALISTA PL,848,ANALISTA PL,1012,FP&A,Finance,SOLTEIRO,SUPERIOR COMPLETO,24.7506849315068,23.7123287671233,M,200,Entry Level,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,0
355,6/16/2014,          ,N,,4.5,742,COORDENADOR,886,ANALISTA SR,1300,Site Acquisition,Operations,SOLTEIRO,TÉCNICO COMPLETO                   ,31,28.5123287671233,H,300,Coord & Exp.Professionals,14.9166666666667,30.3333333333333,2.7,0,91.3833333333333,1.11666666666667,2.01666666666667,0,,,,,Q,95,E,104.5,Q,103.5,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,Y,,1
356,7/1/2014,          ,N,,4.5,647,GERENTE,606,GERENTE,1210,BTS,Operations,SEPARADO,SUPERIOR COMPLETO,41,38.6109589041096,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,E,110,E,109.4,E,106.8,,,,,,,,,,Y,Y,,,,,Y,Y,,,,,,,Y,1
357,7/1/2014,1/21/2016,Y,Empregador ,1.6,825,ANALISTA SR,825,ANALISTA SR,1018,Landlord,Finance,CASADO,PÓS GRADUAÇÃO                      ,39.3260273972603,37.7671232876712,H,300,Coord & Exp.Professionals,2.55,0,0,0,,,,,,,,,Q,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,0
358,7/1/2014,          ,N,,4.5,727,ANALISTA PL,701,ANALISTA JR,1030,Legal,Legal,SOLTEIRO,SUPERIOR COMPLETO,29,26.4931506849315,M,300,Coord & Exp.Professionals,32.2166666666667,0,0.133333333333333,0.999999999999999,4.73333333333333,0.45,0,0,,,,,E,125.2,Q,105,E,117.2,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,Y,,1
359,7/1/2014,3/1/2016,Y,Funcionário,1.7,888,ANALISTA PL,888,ANALISTA PL,1280,Service Delivery,Operations,CASADO,PÓS GRADUAÇÃO                      ,28.9041095890411,27.2356164383562,M,300,Coord & Exp.Professionals,14.3666666666667,0,0,0,,,,,,,,,E,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0
360,7/14/2014,          ,N,,4.5,811,ASSISTENTE,868,ASSISTENTE,1250,Maintenance,Operations,SOLTEIRO,ENSINO MÉDIO COMPLETO,36,33.4109589041096,M,100,Entry Level,10.2666666666667,0,0,3,3.58333333333333,0.35,0,0,,,,,Q,106,Q,103.2,Q,104,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
361,7/14/2014,          ,N,,4.5,838,ANALISTA SR,838,ANALISTA SR,1030,Legal,Legal,SOLTEIRO,SUPERIOR COMPLETO,36,33.6246575342466,H,400,Middle Mgmt & Exp.Professionals,10.3333333333333,10.4333333333333,3.55,0,19.85,0.333333333333333,2.13333333333333,0,,,,,Q,105.1,D,82.1,Q,104.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
362,7/14/2014,          ,N,,4.5,838,ANALISTA SR,838,ANALISTA SR,1030,Legal,Legal,CASADO,PÓS GRADUAÇÃO                      ,32,29.8082191780822,H,400,Middle Mgmt & Exp.Professionals,87.65,0,4.35,0,18.7833333333333,0,1.43333333333333,0,,,,,Q,105,Q,96,Q,94.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
363,7/14/2014,3/20/2017,Y,Empregador ,2.7,889,ASSISTENTE,889,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO        ,21.5945205479452,18.9095890410959,H,100,Entry Level,0,,,0,,,,0,,,,,D,,Q,100,Q,75.6,,,,,Y,,,,,Y,Y,,,,,,,,,,,,,,0
364,7/18/2014,1/13/2017,Y,Funcionário,2.5,890,DIRETORIA,890,DIRETORIA,1052,IT - Latam,IT,CASADO,SUPERIOR COMPLETO,45.4821917808219,42.9890410958904,H,700,Organizational Leaders,,,,0,,,,0,,,,,Q,,E,108.8,,,,,,,Y,,,,,Y,Y,,,,,Y,Y,,,,,,,,0
365,7/21/2014,12/19/2016,Y,Empregador ,2.4,626,COORDENADOR,796,COORDENADOR,1003,Real Estate,Real Estate,CASADO,SUPERIOR COMPLETO,43.7753424657534,41.358904109589,H,300,Coord & Exp.Professionals,33.9166666666667,0,1.3,4,,,,,,,,,Q,,D,93,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
366,8/4/2014,1/19/2015,Y,Funcionário,0.5,891,ANALISTA JR,891,ANALISTA JR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,27.8794520547945,27.4191780821918,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
367,8/4/2014,          ,N,,4.4,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,57,54.654794520548,H,200,Entry Level,,,,0,,,,0,,,,,Q,100.9,Q,101.8,Q,105.2,,,Y,Y,,,,,,Y,Y,,,,,Y,,,,,,,,,0
368,8/4/2014,2/16/2017,Y,Empregador ,2.5,961,COORDENADOR,892,COORDENADOR,1012,FP&A,Finance,CASADO,SUPERIOR COMPLETO,41.5178082191781,38.9780821917808,H,400,Middle Mgmt & Exp.Professionals,67.3333333333333,0,0,0,4.58333333333333,0,0,0,,,,,Q,,Q,100.4,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
369,8/11/2014,          ,N,,4.4,1059,ESPECIALISTA,825,ANALISTA SR,1015,Accounts Receivables,Finance,CASADO,SUPERIOR COMPLETO,31,28.3178082191781,H,400,Middle Mgmt & Exp.Professionals,51.3166666666667,10.95,18.7166666666667,2,12.6333333333333,0.116666666666667,4.43333333333333,1,,,,,Q,105,E,120,E,113.3,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,,Y,1
370,8/11/2014,          ,N,,4.4,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,TÉCNICO COMPLETO                   ,47,44.3260273972603,H,200,Entry Level,,,,0,,,,0,,,,,Q,100,Q,96,Q,97.4,,,Y,Y,,,,,,Y,Y,,,,,Y,,,,,,,,,0
371,8/12/2014,          ,N,,4.4,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,SOLTEIRO,SUPERIOR COMPLETO,38,35.7342465753425,H,200,Entry Level,,,,0,,,,0,,,,,Q,98,Q,107,Q,101.3,,,Y,Y,,,,,,Y,Y,,,,,Y,,,,,,,,,0
372,8/18/2014,          ,N,,4.4,881,ANALISTA PL,893,ANALISTA JR,1003,Real Estate,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,26,23.5260273972603,H,200,Entry Level,152.033333333333,0,0,0.999999999999999,101.216666666667,0,0,0,,,,,D,91.7,Q,96.1,Q,97.2,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,Y,1
373,8/18/2014,          ,N,,4.4,1037,GERENTE,767,GERENTE,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,43,40.3616438356164,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,Q,110.1,Q,101.6,Q,99.6,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,,,0
374,9/1/2014,          ,N,,4.3,905,ANALISTA SR,905,ANALISTA SR,1211,Infra BTS,Operations,CASADO,TÉCNICO COMPLETO                   ,38,35.7287671232877,H,300,Coord & Exp.Professionals,25.65,8.85,0,14,5.16666666666667,0.516666666666667,0,0,,,,,Q,110.2,Q,97.8,Q,103.3,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
375,9/1/2014,          ,N,,4.3,894,ANALISTA JR,894,ANALISTA JR,1032,Licensing,Legal,SOLTEIRO,SUPERIOR COMPLETO,36,33.1671232876712,M,200,Entry Level,9.31666666666667,0.7,0,0,5.1,0.3,0,0,,,,,D,87.6,Q,100,Q,105.2,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
376,9/1/2014,7/2/2016,Y,Funcionário,1.8,906,DIRETORIA,906,DIRETORIA,1005,Ops Efficiency,Operations,CASADO,SUPERIOR COMPLETO,42.413698630137,40.5780821917808,H,700,Organizational Leaders,,,,0,,,,,,,,,E,,E,114.8,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,0
377,9/1/2014,          ,N,,4.3,1043,ANALISTA SR,903,ANALISTA PL,1040,HR,HR & Facilities,SOLTEIRO,PÓS GRADUAÇÃO                      ,42,39.2958904109589,M,300,Coord & Exp.Professionals,118.333333333333,0,3.9,0,106.183333333333,0,0,0,,,,,Q,105,E,102,Q,104.9,,,,,,,,,,Y,Y,,,,,Y,,,,,,,Y,,1
378,9/1/2014,          ,N,,4.3,904,ASSISTENTE,904,ASSISTENTE,1300,Site Acquisition,Operations,SOLTEIRO,SUPERIOR COMPLETO,21,18.7342465753425,H,100,Entry Level,6.71666666666667,1.6,0,3,10.35,1.01666666666667,0,0,,,,,D,80,Q,94.5,Q,100,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
379,9/8/2014,          ,N,,4.3,910,GERENTE,910,GERENTE,1052,IT - Latam,IT,CASADO,SUPERIOR COMPLETO,41,38.413698630137,M,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,Q,102.5,Q,97.9,Q,99.5,,,,,Y,,,,,Y,Y,,,,,Y,Y,Y,,,,,,,0
380,9/8/2014,          ,N,,4.3,749,ASSISTENTE,749,ASSISTENTE,1231,Reinforcement,Operations,CASADO,SUPERIOR COMPLETO,27,24.7698630136986,H,100,Entry Level,29.85,0,0,13,29.6666666666667,0.466666666666667,0,0,,,,,Q,100,Q,104.4,Q,105.1,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
381,9/8/2014,          ,N,,4.3,909,ANALISTA PL,909,ANALISTA PL,1220,Engineering,Operations,CASADO,SUPERIOR COMPLETO,33,30.9013698630137,M,300,Coord & Exp.Professionals,12.5166666666667,14.7,0.1,0,21.45,2.38333333333333,0,0,,,,,Q,100.3,E,100.1,E,105.1,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,0
382,9/8/2014,7/4/2016,Y,Funcionário,1.8,1031,ANALISTA JR,908,ASSISTENTE,1003,Real Estate,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,22.5698630136986,20.7479452054795,H,200,Entry Level,98.0666666666667,8.86666666666667,2.48333333333333,2,,,,,,,,,Q,,Q,110,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,1
383,9/15/2014,          ,N,,4.3,907,ANALISTA SR,907,ANALISTA SR,1210,BTS,Operations,CASADO,SUPERIOR COMPLETO,35,32.6520547945205,H,300,Coord & Exp.Professionals,8,10.7666666666667,0,0,4.78333333333333,0.283333333333333,0,0,,,,,Q,104,Q,100,Q,102.8,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,0
384,9/15/2014,3/30/2015,Y,Funcionário,0.5,824,ANALISTA PL,824,ANALISTA PL,1018,Landlord,Finance,SOLTEIRO,SUPERIOR COMPLETO,23.386301369863,22.8493150684932,H,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
385,9/15/2014,          ,N,,4.3,831,ANALISTA JR,831,ANALISTA JR,1280,Service Delivery,Operations,CASADO,SUPERIOR COMPLETO,33,30.6712328767123,M,200,Entry Level,10.4333333333333,0,0,0.999999999999999,37.4,0.483333333333333,0,0,,,,,Q,99,Q,101.3,Q,105.2,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
386,9/15/2014,4/7/2017,Y,Empregador ,2.6,811,ASSISTENTE,811,ASSISTENTE,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,34.1643835616438,31.6027397260274,H,100,Entry Level,81.1833333333333,0,0,0.999999999999999,2.18333333333333,0,0,0,,,,,Q,,Q,90,Q,104,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
387,9/22/2014,          ,N,,4.3,911,GERENTE,911,GERENTE,1040,HR,HR & Facilities,CASADO,PÓS GRADUAÇÃO                      ,33,30.2383561643836,M,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,Q,101.8,E,109.8,Q,115,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
388,10/6/2014,          ,N,,4.2,913,ASSISTENTE,913,ASSISTENTE,1002,Integration,Operations,SOLTEIRO,SUPERIOR COMPLETO,30,27.7342465753425,H,100,Entry Level,8.3,10.6166666666667,0,0,3.55,3.15,0,0,,,,,,,Q,106.3,Q,104.2,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,0
389,10/6/2014,          ,N,,4.2,914,COORDENADOR,914,COORDENADOR,1041,Facilities,HR & Facilities,CASADO,PÓS GRADUAÇÃO                      ,40,37.5616438356164,H,400,Middle Mgmt & Exp.Professionals,201.916666666667,0,10,0,72.3833333333333,0,0,0,,,,,,,Q,99.3,E,106.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
390,10/6/2014,          ,N,,4.2,918,ANALISTA JR,912,ANALISTA JR,1230,Implementation,Operations,SOLTEIRO,SUPERIOR COMPLETO,37,34.3808219178082,M,200,Entry Level,24.0333333333333,0,0,0.999999999999999,5.13333333333333,3.53333333333333,0,1,,,,,,,Q,104.8,E,104.8,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
391,10/6/2014,          ,N,,4.2,770,GERENTE SR,770,GERENTE SR,1250,Maintenance,Operations,CASADO,PÓS GRADUAÇÃO                      ,54,51.1753424657534,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,102.3,Q,104.1,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
392,10/6/2014,          ,N,,4.2,915,ANALISTA PL,915,ANALISTA PL,1052,IT - Latam,IT,SOLTEIRO,PÓS GRADUAÇÃO                      ,32,29.8876712328767,H,300,Coord & Exp.Professionals,163.953333333333,0,3.63333333333333,0,73.8333333333333,0,0,0,,,,,,,Q,100,Q,108,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
393,10/6/2014,          ,N,,4.2,641,SUPERVISOR,641,SUPERVISOR,1270,Quality Control & Projects,Operations,SEPARADO,TÉCNICO COMPLETO                   ,42,39.3808219178082,H,200,Entry Level,,,,0,,,,0,,,,,,,E,126,Q,101.1,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,0
394,10/6/2014,7/3/2017,Y,Empregador ,2.7,1076,ASSISTENTE,852,ASSISTENTE,1003,Real Estate,Real Estate,SOLTEIRO,ENSINO MÉDIO COMPLETO,30.6904109589041,27.9479452054795,H,100,Entry Level,1.76666666666667,4.46666666666667,0.45,19,10.9833333333333,3.51666666666667,0,0,,,,,,,Q,95,Q,99,,,,,Y,,,,,Y,Y,,,,,,,,,,,,,,0
395,10/6/2014,          ,N,,4.2,1075,ASSISTENTE,778,ASSISTENTE,1002,Integration,Operations,SOLTEIRO,SUPERIOR COMPLETO,26,23.2109589041096,M,200,Entry Level,7.35,0,0.683333333333333,0,35.8,2.71666666666667,0,0,,,,,,,Q,101.5,Q,104.9,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
396,10/6/2014,          ,N,,4.2,891,ANALISTA JR,891,ANALISTA JR,1280,Service Delivery,Operations,CASADO,SUPERIOR COMPLETO,32,29.3561643835616,M,200,Entry Level,4.21666666666667,0,0,2,1.53333333333333,10.45,0,0,,,,,,,Q,99.4,Q,104,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,,,0
397,10/20/2014,          ,N,,4.2,872,ANALISTA PL,872,ANALISTA PL,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,31,28.2328767123288,H,300,Coord & Exp.Professionals,79.4166666666667,0,0,0,265.966666666667,0,0,0,,,,,,,Q,103.8,Q,105.1,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
398,10/21/2014,          ,N,,4.2,959,ASSISTENTE,916,ASSISTENTE,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,30,27.5890410958904,H,200,Entry Level,4.03333333333333,18.1333333333333,1.38333333333333,11,0.016666666666667,3.3,1.15,0,,,,,,,Q,105,Q,102.7,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
399,11/4/2014,          ,N,,4.2,606,GERENTE,606,GERENTE,1002,Integration,Operations,CASADO,SUPERIOR COMPLETO,38,35.4054794520548,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,,,Q,104.5,Q,104.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
